identifier,canonical_smiles,molecular_weight,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,qed_drug_likeliness,np_classifier_superclass,parent_family,pains_alert,DsbA_affinity,Irp3_affinity,row_idx,UMAP1,UMAP2,consensus_score,heavy_atom_count,DsbA_LE,Irp3_LE,consensus_LE
CNP0437535.0,O=C1C(C2=CC=C(Cl)C=C2)=COC2=C3CN(CCN4CCOCC4)COC3=CC=C12,426.9,3.6,55.15,4,6,0,0,0.64,Isoflavonoids,Flavonoids,False,-7.365,-9.235,101248,3.3067386,6.6598554,-8.3,30,0.2455,0.3078333333333333,0.2766666666666666
CNP0134384.1,C=C/C(C)=C\C,82.15,2.14,0.0,1,0,0,0,0.42,Monoterpenoids,Terpenoids,False,-3.62,-3.881,2925,2.30794,3.9962833,-3.7504999999999997,6,0.6033333333333334,0.6468333333333333,0.6250833333333333
CNP0509930.0,N[Co-3](N)(N)([NH3+])([NH3+])[NH3+],158.1,-5.7,160.98,0,3,6,1,0.21,Ornithine alkaloids,Alkaloids,False,-3.458,-3.142,40360,1.9041852,3.7813723,-3.3,7,0.49400000000000005,0.44885714285714284,0.4714285714285714
CNP0187390.0,C1CCC(C23CC(CC4CCCNC42)C2CCCNC2C3)NC1,317.52,2.67,36.09,1,3,3,0,0.7,Lysine alkaloids,Alkaloids,False,-6.204,-9.399,264299,0.6986319,4.4374166,-7.801499999999999,23,0.2697391304347826,0.4086521739130434,0.339195652173913
CNP0160377.0,C1=CC=NC=C1,79.1,1.08,12.89,0,1,0,0,0.45,Nicotinic acid alkaloids,Alkaloids,False,-3.362,-3.802,105346,5.302067,6.0836744,-3.582,6,0.5603333333333333,0.6336666666666667,0.597
CNP0158815.3,COC1=CC(OC)=C([C@H]2C3=C(OC)C(OC)=CC(OC)=C3C=C(C)[C@H]2C)C=C1OC,414.5,4.92,55.38,7,6,0,0,0.64,Lignans,Phenolics,False,-5.57,-7.361,26310,3.274662,7.828249,-6.4655000000000005,30,0.18566666666666667,0.24536666666666665,0.21551666666666666
CNP0334333.0,CSC1=NC(=NC(C)C)NC(=NC(C)C)N1,241.36,1.08,69.19,3,4,2,0,0.78,Pseudoalkaloids,Alkaloids,False,-5.108,-6.075,10627,4.689359,4.844454,-5.5915,16,0.31925,0.3796875,0.34946875
CNP0145202.0,C1N2CN3CN1CN(C2)C3,140.19,-1.02,12.96,0,4,0,0,0.43,Ornithine alkaloids,Alkaloids,False,-3.929,-3.851,150137,1.4326977,4.5819917,-3.8899999999999997,10,0.39289999999999997,0.3851,0.389
CNP0160205.1,CC1(C)C=C[C@@]2(CCC(C)(C)O2)O1,182.26,2.64,18.46,0,2,0,0,0.54,Monoterpenoids,Terpenoids,False,-5.007,-5.923,270144,-0.43220443,5.559,-5.465,13,0.3851538461538461,0.45561538461538464,0.42038461538461536
CNP0598889.1,NN=C(N)/C([S-])=[NH+]/N,133.18,-3.88,104.39,1,4,4,0,0.1,Pseudoalkaloids,Alkaloids,False,-3.912,-4.09,4143,3.637933,4.460104,-4.0009999999999994,8,0.489,0.51125,0.5001249999999999
CNP0588422.1,C1=C/CC2=C[N+](=CC=C2)CCCCCCCCCCC2=C[N+](=CC=C2)CCCCCCC/1,434.71,7.08,7.76,0,0,0,1,0.31,Nicotinic acid alkaloids,Alkaloids,False,-7.889,-9.221,232395,2.5422258,6.2353983,-8.555,32,0.24653125,0.28815625,0.26734375
CNP0581752.1,O=C(N/C=C/C1=CNC2=CC=C(Br)C=C12)C(=O)C1=CNC2=C(O)C=CC=C12,424.25,4.09,97.98,4,3,4,0,0.29,Tryptophan alkaloids,Alkaloids,False,-7.304,-9.056,27503,3.956426,5.1383142,-8.18,27,0.27051851851851855,0.3354074074074074,0.302962962962963
CNP0386869.0,ClC1=C(Cl)C(Cl)=C(C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,498.66,9.89,0.0,1,0,0,1,0.27,Proline alkaloids,Alkaloids,False,-4.941,-7.125,139142,4.510875,6.075654,-6.0329999999999995,22,0.2245909090909091,0.32386363636363635,0.2742272727272727
CNP0475545.0,NC(N)(CO)COCOC(N)(N)CO,210.23,-3.85,163.0,7,8,6,1,0.18,Ornithine alkaloids,Alkaloids,False,-4.011,-4.274,138315,2.4253983,3.4754114,-4.1425,14,0.28650000000000003,0.30528571428571427,0.2958928571428572
CNP0176844.2,CCCC/C=C/C=C/C#CCCC1CCCN1CC,259.44,4.56,3.24,7,1,0,0,0.37,Lysine alkaloids,Alkaloids,False,-5.387,-6.732,47907,1.5614654,4.6269374,-6.0595,19,0.2835263157894737,0.3543157894736842,0.31892105263157894
CNP0609512.0,N=C1N=C2N=C[N+]([O-])=C2C(=O)N1,165.11,-1.56,103.74,0,4,2,0,0.33,Pseudoalkaloids,Alkaloids,False,-5.246,-5.74,127990,4.5945764,4.0734787,-5.493,12,0.4371666666666667,0.47833333333333333,0.45775
CNP0158837.0,CN(N)P(=S)(N(C)N)N(C)N,198.24,-1.37,87.78,3,4,3,0,0.29,Ornithine alkaloids,Alkaloids,False,-4.167,-4.063,42145,1.9533585,3.8587492,-4.115,11,0.3788181818181818,0.36936363636363634,0.37409090909090903
CNP0002681.0,OCC(O)C(O)CC1=CN=C(C(O)C(O)C(O)CO)C=N1,304.3,-3.52,167.39,8,9,7,1,0.26,Tetramate alkaloids,Alkaloids,False,-5.107,-5.873,190054,4.16456,4.560544,-5.49,21,0.2431904761904762,0.2796666666666667,0.26142857142857145
CNP0425271.1,C=C(C(=O)O)[C@H]1C[C@@H]2C(=C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]2C(=C)C[C@@H]1O,426.46,-0.67,156.91,5,8,6,1,0.25,Sesquiterpenoids,Terpenoids,False,-6.857,-8.137,92672,1.4295207,6.4632,-7.497,30,0.22856666666666667,0.2712333333333333,0.2499
CNP0141498.0,OC1=NSC2=C1CCNC2,156.21,0.49,45.15,0,4,2,0,0.57,Lysine alkaloids,Alkaloids,False,-4.511,-4.761,101628,1.3503768,4.06658,-4.636,10,0.4511,0.4761,0.4636
CNP0538535.0,C1=CC2=C3C=CC(=CC4=[O+]C(=C5C=CC(=CC1=[O+]2)O5)C=C4)O3,290.27,-0.29,48.88,0,2,0,0,0.63,Flavonoids,Flavonoids,False,-6.623,-7.754,202881,2.7445092,7.095406,-7.1884999999999994,22,0.30104545454545456,0.3524545454545454,0.32675
CNP0443307.0,NCCC1=CC(N)=C(CCN)C(N)=C1,194.28,-0.15,104.08,4,4,4,0,0.5,Ornithine alkaloids,Alkaloids,False,-4.999,-5.593,29936,3.5470874,4.955367,-5.295999999999999,14,0.35707142857142854,0.3995,0.3782857142857143
CNP0288650.1,S=C(NC1CCCCC1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1N=NN=C1OC1=CC=C(N2C=CN=C2)C=C1,496.6,2.16,113.17,6,10,2,0,0.49,Tryptophan alkaloids,Alkaloids,False,-6.825,-9.314,81843,3.0383077,5.6867194,-8.0695,35,0.195,0.2661142857142857,0.23055714285714285
CNP0221455.0,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,384.85,4.83,36.92,8,4,0,0,0.56,Pseudoalkaloids,Alkaloids,False,-3.63,-5.127,147001,2.681863,4.422852,-4.3785,21,0.17285714285714285,0.24414285714285713,0.2085
CNP0378121.1,CC1=C2C[C@]34[C@H]5CC[C@@H]6CCC[C@@]63C[C@@H](C)[C@@]2(CC1)[C@]4(C)CC#CC[C@@H]1CCC[C@@]12CN52,429.69,7.12,3.01,0,1,0,1,0.22,Pseudoalkaloids,Alkaloids,False,-7.235,-8.849,92004,0.23832585,6.6926866,-8.042,32,0.22609375,0.27653125,0.2513125
CNP0052569.0,C[N+]1([O-])CCCCC1,115.18,1.11,23.06,0,1,0,0,0.34,Lysine alkaloids,Alkaloids,False,-3.906,-3.977,220507,1.3519652,4.7162313,-3.9415,8,0.48825,0.497125,0.4926875
CNP0335735.0,CC1(C)C2(Cl)C(Cl)C(Cl)C(Cl)(C(Cl)Cl)C1(Cl)C2Cl,413.81,5.6,0.0,1,0,0,1,0.49,Monoterpenoids,Terpenoids,False,-3.802,-6.579,103485,-0.4482433,5.4257536,-5.1905,18,0.21122222222222223,0.3655,0.2883611111111111
CNP0088268.1,CC(C)[C@H]1CC[C@@H](C)C/C=C\[C@H](C)CC1,208.39,5.05,0.0,1,0,0,1,0.53,Sesquiterpenoids,Terpenoids,False,-4.94,-7.151,231603,2.537837,5.395258,-6.0455000000000005,15,0.32933333333333337,0.47673333333333334,0.40303333333333335
CNP0057121.1,C/C(=C\C=C\[C@H](C)/C=C/CC(C)C)[C@H]1[C@@H](O)C=C(CNCCS(=O)(=O)O)C(=O)[C@@H]1O,441.59,2.05,123.93,11,6,4,0,0.17,Diterpenoids,Terpenoids,False,-5.884,-7.774,60383,2.121006,5.888838,-6.829000000000001,30,0.19613333333333335,0.2591333333333333,0.22763333333333335
CNP0028182.0,ClC1=CC=CC2=C1N=C(NC1=NC3=CC=CC=C3O1)S2,301.76,4.83,50.95,2,5,1,0,0.58,Anthranilic acid alkaloids,Alkaloids,False,-6.413,-8.322,10999,4.686285,6.7093415,-7.3675,20,0.32065,0.41609999999999997,0.368375
CNP0540149.1,O=[N+]([O-])C1=CC=C(/N=C(\O)C(Cl)(C(F)(F)F)C(F)(F)F)C([N+](=O)[O-])=C1,395.6,4.19,118.87,4,5,1,0,0.2,Pseudoalkaloids,Alkaloids,False,-5.938,-7.306,15739,4.9234505,6.358672,-6.622,25,0.23751999999999998,0.29224,0.26488
CNP0534663.0,CC1=CC=C2C(C)=[N+](C)C(C)=CN12,175.26,1.69,8.29,0,1,0,0,0.54,Tryptophan alkaloids,Alkaloids,False,-5.177,-5.876,114951,4.2376623,5.9364386,-5.5265,13,0.3982307692307692,0.452,0.4251153846153846
CNP0546316.0,CNC1=NC=NC2=C1N=C[NH+]2C,164.19,-0.66,54.61,1,4,2,0,0.58,Pseudoalkaloids,Alkaloids,False,-4.576,-4.836,103484,4.8418775,4.903124,-4.7059999999999995,12,0.3813333333333333,0.403,0.39216666666666666
CNP0460991.0,CSCCCNCCNCCCSC,236.45,1.67,24.06,11,4,2,0,0.53,Ornithine alkaloids,Alkaloids,False,-3.41,-4.183,191401,2.6993334,3.490186,-3.7965,14,0.24357142857142858,0.29878571428571427,0.27117857142857144
CNP0266277.0,CN1C(=O)C2=C(N(C)C1=O)N(C)C(=O)N2C,224.22,-1.73,70.93,0,7,0,0,0.53,Pseudoalkaloids,Alkaloids,False,-4.965,-5.81,42828,4.4018216,4.345145,-5.387499999999999,16,0.3103125,0.363125,0.33671874999999996
CNP0329726.1,C1=CC[C@@H]2CC3=C4C(=C5OCOC5=CC4=CCN3)C2=C1,265.31,1.27,30.49,0,3,1,0,0.77,Tyrosine alkaloids,Alkaloids,False,-7.075,-8.579,247117,1.8987627,7.8176904,-7.827,20,0.35375,0.42895000000000005,0.39135000000000003
CNP0307334.0,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,342.36,3.21,91.49,10,3,4,0,0.45,Pseudoalkaloids,Alkaloids,False,-4.562,-5.83,86939,3.1172366,4.084013,-5.196,21,0.21723809523809526,0.2776190476190476,0.24742857142857144
CNP0244600.0,N#CCCNC(=S)CCNC(=S)C1=CC=C(O)C=C1,293.42,1.88,68.08,6,4,3,0,0.55,Ornithine alkaloids,Alkaloids,False,-4.862,-5.846,132439,3.7803588,4.8514166,-5.354,19,0.2558947368421053,0.3076842105263158,0.28178947368421053
CNP0242638.1,CC(=O)O/C=C/C(=C/OC(C)=O)CC/C=C(/CC/C=C(\C)CCC=C(C)C)COC(C)=O,446.58,6.25,78.9,14,6,0,1,0.1,Diterpenoids,Terpenoids,False,-5.04,-7.012,134030,1.5723094,5.755761,-6.026,32,0.1575,0.219125,0.1883125
CNP0496599.1,CC[C@@]12COCC1=C(C)C(=O)C1(O)[C@]3(C)C(=O)[C@@](O)(CC(C)=O)C(=O)C(C)=C3CO[C@]12O,448.47,-0.05,147.43,3,9,3,0,0.51,Sesquiterpenoids,Terpenoids,False,-5.842,-7.684,94865,0.8804235,7.0376153,-6.763,32,0.1825625,0.240125,0.21134375
CNP0061244.0,N=C(N)NC(=N)N1CCSCC1,187.27,-0.55,88.99,0,3,4,0,0.3,Lysine alkaloids,Alkaloids,False,-4.705,-6.014,33742,2.1759388,4.4632382,-5.359500000000001,12,0.39208333333333334,0.5011666666666666,0.446625
CNP0557472.3,C/C=C1\C[N@@+]2(C)CC[C@]34C(=C(/C=N/NC5=CC=CC=C5)C1C[C@@H]32)NC1=CC=CC=C14,397.55,4.9,36.42,3,3,2,0,0.33,Tryptophan alkaloids,Alkaloids,False,-7.401,-10.19,37435,4.2037687,7.6415315,-8.7955,30,0.2467,0.3396666666666667,0.29318333333333335
CNP0531965.1,CCC1=C(C)C2=NC1=CC1=C(C)C3=C4/C(=C5/C=C(C)C(=N5)C=C5C(C)=C(CC)/C(=C/2)N5[Ni]N14)CC3,505.29,4.95,34.58,2,4,0,1,0.52,Tryptophan alkaloids,Alkaloids,False,-7.886,-8.859,107201,2.4281917,5.7213583,-8.3725,35,0.22531428571428572,0.25311428571428574,0.2392142857142857
CNP0077273.0,C=C1C=NN2C(=C)ON=C12,135.13,-0.86,43.33,0,4,0,0,0.47,Pseudoalkaloids,Alkaloids,False,-4.61,-4.914,136076,5.4755282,4.911584,-4.7620000000000005,10,0.461,0.49139999999999995,0.47619999999999996
CNP0452034.0,O=S(=O)(O)OOS(=O)(=O)O,194.14,-1.46,127.2,3,6,2,0,0.32,Isoflavonoids,Flavonoids,False,-4.405,-4.515,180571,3.5589838,4.030922,-4.46,10,0.4405,0.45149999999999996,0.44599999999999995
CNP0346415.1,C=C(C)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@H](CC[C@@]5(C)CC[C@H](C(=C)C)[C@H]54)[C@H]3CC[C@@H]2C1(C)C,452.77,9.19,9.23,3,1,0,1,0.31,Triterpenoids,Terpenoids,False,-6.741,-9.121,232643,-0.68632185,6.3044624,-7.931,33,0.20427272727272727,0.2763939393939394,0.24033333333333334
CNP0305594.0,C1=CC2=C(N1)C1=C(C=CN1)SS2,194.28,3.12,31.58,0,2,2,0,0.63,Proline alkaloids,Alkaloids,False,-4.773,-5.368,71106,4.9022503,5.7343044,-5.0705,12,0.39775,0.44733333333333336,0.4225416666666667
CNP0526610.1,N#CC1=CC=C2C(=C1)CN(S(=O)(=O)C1=CC=CS1)[C@H](CC1=CC=CC=C1)CN2CC1=CN=CN1,489.63,4.17,93.09,6,6,1,0,0.44,Histidine alkaloids,Alkaloids,False,-6.677,-8.39,163329,3.503997,6.2719793,-7.5335,34,0.19638235294117645,0.24676470588235297,0.22157352941176472
CNP0333786.1,O[C@H]1C=C[C@H](O)[C@]2(C#CC3CO3)O[C@H]12,194.19,-1.18,65.52,0,4,2,0,0.29,Meroterpenoids,Terpenoids,False,-5.011,-5.87,102924,0.7811435,5.60265,-5.4405,14,0.35792857142857143,0.4192857142857143,0.3886071428571429
CNP0508687.2,C[C@@H]1[C@@H](C)[C@@H]2S[C@H]1[S@@+]2[O-],162.28,1.42,23.06,0,2,0,0,0.5,Monoterpenoids,Terpenoids,False,-4.242,-4.549,43101,0.9828706,4.2690783,-4.3955,9,0.4713333333333333,0.5054444444444445,0.4883888888888889
CNP0429432.1,C=C[C@@H](OC/C=C/C1=CC=CC=C1)C1=CC=CC=C1,250.34,4.64,9.23,6,1,0,0,0.68,Phenylpropanoids (C6-C3),Phenolics,False,-6.166,-7.689,58420,4.637028,6.888934,-6.9275,19,0.3245263157894737,0.4046842105263158,0.36460526315789477
CNP0285914.3,CC(Cl)(/C=C/C(Cl)C(C)(Cl)/C=C/Br)C(Br)Br,478.28,6.17,0.0,5,0,0,1,0.33,Monoterpenoids,Terpenoids,False,-4.262,-5.813,72695,2.1794472,4.0941043,-5.0375,16,0.266375,0.3633125,0.31484375
CNP0536076.1,NC1=CC=C(N2C[C@H]3C[C@@H](C2)C2=CC=CC(=O)N2C3)[NH+]=C1,283.35,0.87,65.4,1,4,1,0,0.84,Lysine alkaloids,Alkaloids,False,-6.736,-8.5,224693,2.7869866,6.32394,-7.618,21,0.32076190476190475,0.40476190476190477,0.36276190476190473
CNP0540798.0,CN(C)CC1=CC=C([O-])C(C2=CC=C(C(C)(C)C)C=C2)=[NH+]1,284.4,2.6,40.44,3,2,0,0,0.87,Tyrosine alkaloids,Alkaloids,False,-6.466,-7.567,228974,4.881399,5.736354,-7.016500000000001,21,0.3079047619047619,0.36033333333333334,0.33411904761904765
CNP0563483.0,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,284.36,-2.67,98.82,2,6,2,0,0.57,Lysine alkaloids,Alkaloids,False,-5.402,-6.316,119098,1.2671093,4.9980783,-5.859,17,0.31776470588235295,0.3715294117647059,0.3446470588235294
CNP0247000.1,CC(C)(O)CCC[C@@]1(C)C=CC2=C(O1)C(O)=C(CCC(C)(C)O)C1=C2OC(C2=CC(O)=CC(O)=C2)=C1,496.6,6.03,123.52,8,7,5,1,0.26,Isoflavonoids,Flavonoids,False,-6.742,-8.757,120574,2.4047487,7.2293305,-7.749499999999999,36,0.18727777777777777,0.24325,0.21526388888888887
CNP0117886.0,C1CC2CC3CC1N2CO3,139.2,0.97,12.47,0,2,0,0,0.5,Lysine alkaloids,Alkaloids,False,-4.631,-4.819,205857,0.75520796,4.8771377,-4.725,10,0.4631,0.4819,0.47250000000000003
CNP0263318.2,OC[C@@]12C[C@@H]3C[C@@H](C[C@@](Br)(C3)C1)C2,245.16,2.71,20.23,1,1,1,0,0.7,Sesquiterpenoids,Terpenoids,False,-5.811,-6.369,174362,-0.022518383,5.3437605,-6.09,13,0.447,0.4899230769230769,0.4684615384615385
CNP0381361.0,CC1=NC2=NC(N)=NC(N)=C2N=C1C,190.21,0.2,103.6,0,6,2,0,0.61,Peptide alkaloids,Alkaloids,False,-5.721,-5.91,17863,4.6978464,4.72102,-5.8155,14,0.40864285714285714,0.42214285714285715,0.4153928571428571
CNP0134961.0,COC1=CC2=C3C(=NC=C(C4=CN=C5C6=C(C=C(OC)C5(OC)OC)C=CN=C46)C3=NC=C2)C1=O,468.47,3.87,105.55,5,9,0,0,0.4,Tyrosine alkaloids,Alkaloids,False,-7.579,-9.168,210050,4.9263897,5.8963447,-8.3735,35,0.21654285714285715,0.26194285714285714,0.23924285714285715
CNP0127612.1,C[C@@H]1N[C@@H]2N[C@H](C)C[C@@H]3N[C@H](C)C[C@H](N1)[C@@H]23,224.35,-0.03,48.12,0,4,4,0,0.47,Pseudoalkaloids,Alkaloids,False,-5.807,-7.172,190701,0.63765526,4.354259,-6.4895,16,0.3629375,0.44825,0.40559375
CNP0573506.1,[C-]#[N+]C(C)(C)C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)[C@@]3([N+]#[C-])CC=C(C)[C@@H]1[C@H]23,324.51,6.02,8.72,2,0,0,1,0.43,Diterpenoids,Terpenoids,False,-5.009,-8.075,110532,-0.16370198,6.039494,-6.542,24,0.20870833333333336,0.3364583333333333,0.27258333333333334
CNP0514329.0,CC1=CC=CC(N2CCCC2=NC2=C3C=CC=CC3=[N+]C(N(C)C)=C2)=C1,344.46,2.17,32.94,3,3,0,0,0.85,Tryptophan alkaloids,Alkaloids,False,-6.887,-8.863,154490,3.906647,6.075176,-7.875,26,0.2648846153846154,0.34088461538461534,0.30288461538461536
CNP0373030.1,C=C1C[C@@]23COC(=O)C2=CCC[C@@H]3C[C@@]12C[C@@H](C1=COC=C1)OC2=O,340.38,3.48,65.74,1,5,0,0,0.58,Diterpenoids,Terpenoids,False,-6.599,-9.494,246256,1.3858182,6.8048306,-8.0465,25,0.26396000000000003,0.37976,0.32186000000000003
CNP0574256.1,C1=C[C@@H]2[C@H](N=C1)[C@H]1CC[C@@H]2[N+]2=C1C1=C(C=C2)C2=CC=CC=C2[N-]1,299.38,3.3,30.34,0,1,0,0,0.59,Tryptophan alkaloids,Alkaloids,False,-6.85,-9.494,200441,4.8585405,6.8729725,-8.172,23,0.29782608695652174,0.41278260869565214,0.35530434782608694
CNP0411181.1,C/C=C/C=C/C1=NCCCC1,149.24,2.74,12.36,2,1,0,0,0.54,Lysine alkaloids,Alkaloids,False,-5.008,-5.419,198020,2.1644313,5.1932473,-5.2135,11,0.4552727272727273,0.4926363636363636,0.4739545454545454
CNP0250917.1,COC1=C(OC)C(O)=C2C3=C4C(=C[C@@H](OC)[C@H]3OC)CCN(C)[C@H]4CC[C@H]2C1,389.49,3.09,60.39,4,6,1,0,0.8,Tyrosine alkaloids,Alkaloids,False,-5.362,-7.346,152335,1.922892,7.7341943,-6.354,28,0.1915,0.26235714285714284,0.22692857142857142
CNP0376192.1,N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3CC(O)(O)C(O)(O)[C@]23N1,331.29,-5.14,220.27,2,8,10,1,0.22,Guanidine alkaloids,Alkaloids,False,-5.427,-7.566,174902,3.653258,3.8001108,-6.496499999999999,23,0.23595652173913043,0.3289565217391304,0.28245652173913044
CNP0176699.0,CC1=C(C)C(C(=O)O)=C(O)C(C)=C1O,196.2,1.72,77.76,1,3,3,0,0.64,Phenolic acids (C6-C1),Phenolics,False,-5.531,-6.222,267316,0.7324516,6.165312,-5.8765,14,0.3950714285714286,0.44442857142857145,0.41975
CNP0499736.1,C1=C/C2=C/C3=CC=C(CC4=CC=C(/C=C5/C=CC(=CC1=N2)N5)N4)N3,312.38,2.24,59.73,0,1,3,0,0.57,Tryptophan alkaloids,Alkaloids,False,-7.466,-8.403,56893,4.997081,5.3226123,-7.9345,24,0.3110833333333333,0.350125,0.3306041666666667
CNP0009483.0,O=C1NC(NCCO)=C(I)C(=O)N1,297.05,-0.93,97.98,3,4,4,0,0.54,Pseudoalkaloids,Alkaloids,False,-4.673,-5.479,248721,4.079075,4.499119,-5.0760000000000005,13,0.35946153846153844,0.42146153846153844,0.3904615384615384
CNP0216738.1,C[C@@H]1C(=O)O[C@H]2[C@@H]1O[C@]13O[C@@]4(CC[C@]5(C)C(=O)[C@@H](C)[C@H]2[C@H]15)C[C@]12OC(=O)C[C@H]1OC(C)(C)[C@@H]2C[C@@H]1O[C@@]14C3=O,542.58,1.64,126.96,0,10,0,1,0.33,Triterpenoids,Terpenoids,False,-8.004,-10.15,47517,-0.11317439,7.28176,-9.077,39,0.20523076923076922,0.2602564102564103,0.23274358974358975
CNP0298393.1,CC1=CC=C(C2=NOC([C@@H]3CC4=C(CN3)NC=N4)=N2)C=C1,281.32,2.16,79.63,2,5,2,0,0.75,Histidine alkaloids,Alkaloids,False,-6.852,-8.334,38201,4.7347417,5.8447714,-7.593,21,0.3262857142857143,0.39685714285714285,0.36157142857142854
CNP0265883.0,O=CN1C=CC=C1,95.1,0.53,22.0,1,2,0,0,0.47,Nicotinic acid alkaloids,Alkaloids,False,-3.686,-3.902,17361,4.1275773,5.110495,-3.794,7,0.5265714285714286,0.5574285714285715,0.542
CNP0107867.1,CC1=C(/C=C2\OC3=CC(OS(=O)(=O)C4=CC=C(F)C=C4)=CC=C3C2=O)SC=C1,416.45,4.58,69.67,4,6,0,0,0.46,Flavonoids,Flavonoids,False,-7.262,-9.245,24722,4.2515664,7.050474,-8.253499999999999,28,0.25935714285714284,0.3301785714285714,0.29476785714285714
CNP0046877.0,CC(C)(O)C#CC(C)(C)O,142.2,0.53,40.46,0,2,2,0,0.48,Monoterpenoids,Terpenoids,False,-4.631,-4.623,54648,2.4260554,3.6124263,-4.627000000000001,10,0.4631,0.46230000000000004,0.4627
CNP0351754.1,CN[C@@H]1[C@H]2[C@@H]3CC[N@@+]2(C=O)C[C@H]1O3,183.23,-0.9,38.33,2,3,1,0,0.45,Ornithine alkaloids,Alkaloids,False,-4.592,-4.958,56994,0.9466252,6.170768,-4.775,13,0.3532307692307692,0.3813846153846154,0.3673076923076923
CNP0572203.0,CCCCC1(CCCC)C(=O)NC(=O)[NH+]=C1N,240.33,0.04,86.16,6,3,3,0,0.61,Histidine alkaloids,Alkaloids,False,-4.778,-5.991,197548,3.0018346,4.2412605,-5.384499999999999,17,0.28105882352941175,0.3524117647058823,0.316735294117647
CNP0608967.0,O=P1(O)OCC=C(C2=CN=C3N=C(O)N=C(O)C3=N2)O1,298.15,0.32,147.78,1,9,3,0,0.63,Pseudoalkaloids,Alkaloids,False,-6.153,-7.116,227234,4.5560265,4.4761653,-6.634499999999999,20,0.30765,0.3558,0.331725
CNP0450582.1,CS/C(=N\OC(=O)N(C)/C=C1\C=NC=N1)C(=O)N(C)C,297.34,0.77,86.93,2,7,0,0,0.33,Peptide alkaloids,Alkaloids,False,-4.971,-6.138,247414,3.578186,4.4575806,-5.5545,20,0.24855,0.3069,0.277725
CNP0307339.0,CC1=CC(C)(C)NC2=CC=C(CC3=CC=C4N=C(C)C=C(C)C4=C3)C=C12,342.49,6.05,24.92,2,2,1,1,0.61,Tryptophan alkaloids,Alkaloids,False,-8.124,-10.46,32588,4.0464444,5.6245704,-9.292000000000002,26,0.31246153846153846,0.40230769230769237,0.3573846153846154
CNP0294301.1,C[C@]12C[C@@H]3OC(O1)[C@@H]1[C@]4(CC5[C@@H]6[C@@]7(C)C[C@H](O)C[C@]61[C@@H]([C@@H]34)N5C7)C2,329.44,1.76,41.93,0,4,1,0,0.74,Pseudoalkaloids,Alkaloids,False,-6.156,-8.634,1225,-0.6318572,6.210205,-7.395,24,0.2565,0.35975,0.308125
CNP0328076.0,N#CC1=CC(Br)=C(Br)N1,249.89,2.41,39.58,0,1,1,0,0.75,Proline alkaloids,Alkaloids,False,-4.002,-4.329,249941,4.39119,5.3663244,-4.1655,9,0.44466666666666665,0.481,0.4628333333333333
CNP0510172.1,C=CC(C)(C)C1=C(C[C@@H]2N=C(O)[C@H](C)N=C2O)C2=C(CC=C(C)C)C(CC=C(C)C)=CC=C2N1,461.65,6.88,80.97,8,2,3,1,0.37,Peptide alkaloids,Alkaloids,False,-6.823,-8.358,189036,3.0145423,5.684131,-7.5905000000000005,34,0.20067647058823532,0.24582352941176472,0.22325
CNP0471652.0,C1CNCCNCC(OC2CNCCNCCCNCCNC2)CNCCNC1,414.64,-2.74,105.47,2,9,8,1,0.24,Ornithine alkaloids,Alkaloids,False,-6.719,-8.204,262337,1.4568783,4.3529353,-7.461500000000001,29,0.2316896551724138,0.28289655172413797,0.2572931034482759
CNP0537224.1,N[C@H](COC1=CN=CC(C2=NCC3=NN=CC3=C2)=C1)CC1=C2C=CCC=C2N=C1,384.44,2.57,97.58,6,7,1,0,0.82,Nicotinic acid alkaloids,Alkaloids,False,-6.655,-9.155,222143,3.2709215,5.8749332,-7.904999999999999,29,0.22948275862068968,0.31568965517241376,0.2725862068965517
CNP0197220.1,CC1=CC[C@H](C(C)C)[C@H]2/C=C(/C)[C@@]3(O)C=C[C@](C)(O3)[C@@H](OC(=O)/C=C/C3=CN(C)C=N3)C[C@@H]12,452.6,4.58,73.58,4,6,1,0,0.41,Diterpenoids,Terpenoids,False,-6.383,-8.472,178457,0.73343694,7.2221246,-7.4275,33,0.19342424242424242,0.2567272727272727,0.22507575757575754
CNP0261723.0,CC1=CCC(=C(C)C)C=C2C(CO)=CC=C12,214.31,3.46,20.23,1,1,1,0,0.71,Sesquiterpenoids,Terpenoids,False,-6.369,-7.669,135283,1.1248474,5.8851995,-7.019,16,0.3980625,0.4793125,0.4386875
