identifier,canonical_smiles,molecular_weight,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,qed_drug_likeliness,np_classifier_superclass,parent_family,pains_alert,DsbA_affinity,Irp3_affinity,row_idx,UMAP1,UMAP2,consensus_score,heavy_atom_count,DsbA_LE,Irp3_LE,consensus_LE
CNP0433126.1,CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CCC2=COC(CC3=CCN(CC(=O)O)C3=O)=C2)OC1=O,483.56,4.63,117.28,12,6,2,0,0.33,Sesterterpenoids,Terpenoids,False,-6.35,-8.77,56222,1.8278044,6.0867467,-7.56,35,0.1814285714285714,0.25057142857142856,0.21599999999999997
CNP0238205.0,CN1N=CC2=C(C3=CC=C(OCCC4=CC=C5OCCC5=C4)C=C3)C3=C(N=C21)C1=C(O)C=C(O)C=C1O3,493.52,5.5,102.77,5,8,2,1,0.33,Isoflavonoids,Flavonoids,False,-8.571,-10.45,230902,3.2709668,6.7782364,-9.5105,37,0.23164864864864865,0.28243243243243243,0.25704054054054054
CNP0225353.2,CC(C)[C@@H]1CC=C[C@]23O[C@]4(C)CCC[C@@](C)(CC[C@]12CBr)[C@@H]43,367.37,5.73,9.23,2,1,0,1,0.45,Diterpenoids,Terpenoids,False,-4.871,-7.899,1723,-0.6549903,5.573165,-6.385,22,0.22140909090909092,0.35904545454545456,0.2902272727272727
CNP0201336.2,N[C@H]([C@@H](O)N(O)[C@H](O)[C@@H](N)N1C=CC(=O)C=C1)N1C=CC(=O)C=C1,337.34,-2.05,159.97,6,10,5,0,0.3,Nicotinic acid alkaloids,Alkaloids,False,-5.671,-7.195,27165,4.4200644,4.97964,-6.433,24,0.23629166666666668,0.2997916666666667,0.2680416666666667
CNP0577775.1,COC1=C(Cl)C=C(Cl)C=C1[C@H](O)C1=C([N+](=O)[O-])C(Cl)=C(Cl)N1,386.02,4.63,88.39,4,4,2,0,0.59,Proline alkaloids,Alkaloids,False,-5.627,-7.256,47219,4.403558,6.170916,-6.4415,22,0.25577272727272726,0.32981818181818184,0.2927954545454545
CNP0599148.1,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,507.74,3.87,109.85,5,7,3,1,0.38,Diterpenoids,Terpenoids,False,-6.368,-8.579,55524,-0.012696879,6.802492,-7.4735000000000005,35,0.18194285714285716,0.24511428571428573,0.21352857142857146
CNP0547341.0,[2H]CC1=CN(C2=CC=CC=C2)C(=C)C=C1,184.26,3.48,3.24,2,1,0,0,0.68,Anthranilic acid alkaloids,Alkaloids,False,-5.216,-6.602,55671,4.9244742,7.148926,-5.909000000000001,14,0.3725714285714286,0.4715714285714286,0.4220714285714286
CNP0453909.1,COC1=CC=C(/N=C2\SC(=S)N2C2=CC=C(OC)N=C2)C=N1,332.41,3.02,59.84,4,7,0,0,0.8,Nicotinic acid alkaloids,Alkaloids,False,-5.593,-6.903,153963,5.2671013,5.623918,-6.247999999999999,22,0.25422727272727275,0.31377272727272726,0.28400000000000003
CNP0143068.1,CC(C)=CC#C/C(C)=C/C/C=C(/C=O)CC=O,230.31,3.01,34.14,5,2,0,0,0.41,Monoterpenoids,Terpenoids,False,-5.617,-6.577,189355,1.8256944,5.467995,-6.0969999999999995,17,0.33041176470588235,0.38688235294117646,0.35864705882352943
CNP0546580.1,CC1(C)CC(Cl)=C/C(=C/C#N)C1,181.67,3.38,23.79,0,1,0,0,0.53,Monoterpenoids,Terpenoids,False,-4.782,-5.941,229645,-0.6778709,5.488512,-5.3614999999999995,12,0.3985,0.4950833333333333,0.4467916666666667
CNP0609311.1,N=C1C=CN([C@@H]2OC/C(=N\O)C[C@H]2O)C(O)=N1,240.22,-0.82,123.95,1,8,4,0,0.38,Nicotinic acid alkaloids,Alkaloids,False,-5.347,-6.821,236610,4.3318863,5.060839,-6.084,17,0.3145294117647059,0.401235294117647,0.35788235294117643
CNP0608667.0,CC12CC34C=CC(=O)C(C)(CCC(=O)NC5=C(O)C=CC6=C5OC(=O)N=C6O)C3C(CC1C4)O2,466.49,3.04,138.96,4,8,3,0,0.58,Diterpenoids,Terpenoids,False,-7.196,-10.56,49052,1.4208158,7.3529763,-8.878,34,0.2116470588235294,0.31058823529411766,0.26111764705882357
CNP0173360.1,CC1=C2N=C(N)N=C2[C@@H]2C(=NC(=N)N2C)C=C1,228.26,0.29,90.19,0,4,2,0,0.62,Histidine alkaloids,Alkaloids,False,-6.177,-7.568,97931,4.400767,4.1883154,-6.8725,17,0.36335294117647055,0.4451764705882353,0.4042647058823529
CNP0539396.1,O=C(C1=CC=C2C=[N+]([O-])CC[C@H]2C1)C1=CC=NC2=CC=CC=C12,304.35,3.28,56.03,2,3,0,0,0.49,Tryptophan alkaloids,Alkaloids,False,-7.79,-9.088,120540,5.0627575,7.00016,-8.439,23,0.33869565217391306,0.3951304347826087,0.36691304347826087
CNP0346286.0,COCCC1=C(C)C(O)=C2C(C)=C(C)CC2=C1C,246.35,3.55,29.46,3,2,1,0,0.88,Sesquiterpenoids,Terpenoids,False,-5.645,-7.493,198165,0.9671377,5.7635617,-6.569,18,0.31361111111111106,0.4162777777777778,0.3649444444444444
CNP0574426.1,CN1C(O)=C(/C=C2\C=NC3=CC(Br)=CC=C23)N(C)C1=N,333.19,2.57,66.3,1,5,2,0,0.83,Histidine alkaloids,Alkaloids,False,-6.33,-7.572,34691,3.921839,5.258257,-6.9510000000000005,20,0.3165,0.3786,0.34755
CNP0509222.0,N#CNC(N)=NCCCCCCN=C(N)N=C(N)NC1=CC=C(Cl)C=C1,377.88,1.33,162.99,8,3,5,0,0.15,Ornithine alkaloids,Alkaloids,False,-6.226,-7.556,40554,3.9897542,4.494406,-6.891,26,0.23946153846153845,0.2906153846153846,0.26503846153846156
CNP0560965.1,CC1O[C@@]2(CS1)CN1CCC2CC1,199.32,1.56,12.47,0,3,0,0,0.59,Lysine alkaloids,Alkaloids,False,-4.881,-5.743,112157,0.93712693,5.182877,-5.312,13,0.37546153846153846,0.4417692307692308,0.4086153846153846
CNP0017878.1,CO[C@H]1C(=O)[C@H](C)[C@]23CC[C@@]2(C)[C@@H](Br)C[C@]3(C)[C@H]1C,329.28,3.82,26.3,1,2,0,0,0.68,Sesquiterpenoids,Terpenoids,False,-4.441,-6.889,139236,0.30687448,6.715881,-5.665,19,0.23373684210526316,0.36257894736842106,0.2981578947368421
CNP0546613.1,CO[C@@H]1C[C@@H]2CCN[C@@H]3CCN4[C@H]([C@@H]1N[C@H]4C(C)C)[C@H]23,279.43,1.03,36.53,2,4,2,0,0.79,Lysine alkaloids,Alkaloids,False,-5.309,-7.486,193002,0.71950245,4.3770075,-6.3975,20,0.26545,0.37429999999999997,0.319875
CNP0342514.1,C=C1CO[C@](O)(C2OCOC(C3CC(=O)N=C(O)C3)[C@H]2C)[C@H]1C,325.36,1.17,97.58,2,5,2,0,0.74,Sesquiterpenoids,Terpenoids,False,-6.384,-7.831,202055,0.43124348,5.657751,-7.1075,23,0.27756521739130435,0.34047826086956523,0.3090217391304348
CNP0526147.0,CN1CCN2C1=NC1=C(Br)C(Br)=C(Br)C(Br)=C12,488.8,4.54,21.06,0,3,0,0,0.4,Histidine alkaloids,Alkaloids,False,-5.35,-6.705,220251,3.0296724,4.821037,-6.0275,17,0.31470588235294117,0.39441176470588235,0.35455882352941176
CNP0085700.1,C=C1C2=C(C=C3C=CNC3=C2)CN2CC[C@@H]1/C(=C\C)C2,264.37,3.96,19.03,0,1,1,0,0.71,Tryptophan alkaloids,Alkaloids,False,-6.301,-8.748,238064,2.9204156,6.8543015,-7.5245,20,0.31505,0.43739999999999996,0.376225
CNP0181547.0,COC1=CC=C(C(=O)C(C(C)=O)=C2SCCCS2)C=C1,308.42,3.55,43.37,4,5,0,0,0.37,Flavonoids,Flavonoids,False,-5.258,-6.902,77660,3.5638413,7.493376,-6.08,20,0.2629,0.3451,0.30400000000000005
CNP0383885.0,CC1=CC2=CC(C)=C(CCC3=CCOC3=O)C(C)=C2CCC1,296.41,4.46,26.3,3,2,0,0,0.77,Diterpenoids,Terpenoids,False,-7.25,-9.64,123120,1.5582231,6.292925,-8.445,22,0.32954545454545453,0.43818181818181823,0.3838636363636364
CNP0292087.0,O=C(O)C1=NC=CN=C1C(=O)NC1=CC=CC=C1C1=CC=C(CO)O1,339.31,2.18,125.55,5,6,3,0,0.65,Nicotinic acid alkaloids,Alkaloids,False,-6.349,-7.501,133250,4.430095,6.8091583,-6.925000000000001,25,0.25396,0.30004000000000003,0.277
CNP0569319.0,CC[N+](C)(CC)CCC[N+]1=C(C2=CC=CC=C2)C2=CC(N)=CC=C2C2=CC=C(N)C=C21,414.6,4.99,55.92,7,2,2,0,0.19,Tyrosine alkaloids,Alkaloids,False,-6.017,-7.572,153212,5.0870457,6.368723,-6.7945,31,0.1940967741935484,0.24425806451612903,0.2191774193548387
CNP0182937.1,CC(C)[C@H]1[C@@H]2CO[C@H]1[C@H]1N(C)C[C@H]3CC[C@@H]2[C@]31C,249.4,2.63,12.47,1,2,0,0,0.71,Pseudoalkaloids,Alkaloids,False,-4.958,-7.196,89716,-0.42033365,5.941965,-6.077,18,0.27544444444444444,0.3997777777777778,0.3376111111111111
CNP0483210.0,BrC1=CC=CC(C2=CC(NCC3=CC=NC=C3)=[N+]3NC=NC3=N2)=C1,382.25,2.98,70.59,4,4,2,0,0.53,Nicotinic acid alkaloids,Alkaloids,False,-7.076,-8.219,110795,4.338282,6.02978,-7.647499999999999,24,0.29483333333333334,0.3424583333333333,0.3186458333333333
CNP0357867.1,C[C@@H]1CC[C@H]2[C@]13CC[C@@]1(C)O[C@]2(C)[C@@H](NCCCCN(C)CCCN(C)C)[C@H]1C3,405.67,4.0,27.74,10,4,1,0,0.56,Pseudoalkaloids,Alkaloids,False,-5.191,-7.354,178605,-0.58671695,7.0802045,-6.2725,29,0.179,0.2535862068965517,0.21629310344827585
CNP0164945.1,C[C@@]12CCO[C@@H]1C1=C[C@H]3OC(=O)[C@@]4(C)CCC[C@@](C)([C@@H]34)[C@H]1CC2,316.44,3.87,35.53,0,3,0,0,0.5,Diterpenoids,Terpenoids,False,-6.188,-8.675,182849,-0.668355,6.5220027,-7.4315,23,0.26904347826086955,0.3771739130434783,0.3231086956521739
CNP0181940.1,C[C@@H](O)[C@@H](C)C(=O)O[C@@H]1[C@H]2CC[C@H]3[C@@](C)(O)[C@@H]4[C@@H]5O[C@@H]5C(C)(C)[C@@]4(O)[C@H](O)C[C@@]13C[C@]2(C)O,468.59,0.75,139.98,3,8,5,0,0.3,Diterpenoids,Terpenoids,False,-5.844,-7.577,6814,-0.17627108,6.471544,-6.7105,33,0.1770909090909091,0.2296060606060606,0.20334848484848483
CNP0404493.2,CC(=O)N1CCC[C@@H]2[C@@H](C[C@H]3CC[C@@H]4[C@@H]5C[C@@H]6[C@@H](C[C@@H](C)C[C@@H]6N(C)C5)C[C@@H]4N3)C[C@H](C)C[C@@H]21,469.76,5.17,35.58,2,3,1,1,0.61,Lysine alkaloids,Alkaloids,False,-7.79,-10.75,67166,0.95691305,4.7240047,-9.27,34,0.22911764705882354,0.3161764705882353,0.2726470588235294
CNP0489126.1,O=C1NNC(=O)C2=CC([N+]3=NC(/C=C/C4=CC=CC=C4)=NN3C3=NC4=CC=CC=C4S3)=CC=C12,466.51,2.85,113.2,4,7,2,0,0.39,Anthranilic acid alkaloids,Alkaloids,False,-8.643,-10.24,90654,4.6057987,6.873119,-9.441500000000001,34,0.25420588235294117,0.3011764705882353,0.2776911764705883
CNP0414061.1,C[C@]12COC(=O)[C@H](O)[C@@]3(CC(=O)[C@]1(C)O)[C@]2(O)CC[C@]3(C)O,314.33,-1.1,124.29,0,7,4,0,0.42,Sesquiterpenoids,Terpenoids,False,-5.551,-7.376,156072,0.2810122,7.0439177,-6.4635,22,0.25231818181818183,0.3352727272727273,0.2937954545454545
CNP0200922.1,CC(C)=CCOC1=C2C=C3C=CC=C[C@H]3N(C)C2=C[C@@H](O)C1=O,311.38,2.42,49.77,3,4,1,0,0.81,Tryptophan alkaloids,Alkaloids,False,-6.462,-7.933,226450,2.1362424,6.606159,-7.1975,23,0.28095652173913044,0.34491304347826085,0.31293478260869567
CNP0346821.1,COC1=CC=C([C@@]2(CCN(C)C=O)CCC3=NC=CC=C3C2)C=C1OC,354.45,3.0,51.66,7,4,0,0,0.72,Nicotinic acid alkaloids,Alkaloids,False,-6.332,-8.638,67509,3.7040663,7.570743,-7.484999999999999,26,0.24353846153846154,0.3322307692307692,0.2878846153846154
CNP0526097.1,CC1=NOC(C)=C1CN1C[C@@H]2C[C@H](NC(=O)NC(C)C)CN2C(=O)[C@@H]1CNC(=O)C1CC1,446.55,0.68,119.81,7,6,3,0,0.57,Ornithine alkaloids,Alkaloids,False,-5.511,-7.78,86944,2.6483967,5.784957,-6.6455,32,0.17221875,0.243125,0.207671875
CNP0463007.2,CC[C@H](C)[C@@]1(OC)NC(=O)[C@@H](C(C)C)N2C1=NC1=C(C=C(OC)C=CO1)C2=O,389.45,2.31,91.68,5,7,1,0,0.83,Peptide alkaloids,Alkaloids,False,-5.938,-8.215,17418,2.7403631,5.3298993,-7.076499999999999,28,0.21207142857142855,0.2933928571428571,0.25273214285714285
CNP0549496.1,CC1=CC(=O)C2=C(O)C3=C(C=C2O1)OC(C)(C)[C@@H]1OC(=O)[C@]2(CCC[C@H]31)O[C@@H]2CCC1=CC=[NH+]C(N)=C1,507.56,3.32,138.66,3,8,2,1,0.41,Chromanes,Phenolics,False,-8.039,-10.31,23962,0.8581496,7.631128,-9.1745,37,0.21727027027027027,0.2786486486486487,0.24795945945945946
CNP0098724.1,C=C1CC[C@@H]2C([C@@H]3C[C@@H](C)C[C@H]13)[C@@]2([C@H]1CCC[C@H](NC)C1)[C@H](N)C=O,344.54,3.54,55.12,4,3,2,0,0.61,Pseudoalkaloids,Alkaloids,False,-5.464,-8.249,132170,-0.32509345,6.753709,-6.8565000000000005,25,0.21856,0.32996000000000003,0.27426
CNP0383594.1,C=CCC1=CC=C(O[C@H]2O[C@H]([C@@H](O)CCCO)[C@@H](O)[C@H](O)[C@]23C[C@H](CO)[C@@H](CCO)C=CO3)C=C1,494.58,0.65,149.07,11,9,6,1,0.24,Lignans,Phenolics,False,-6.326,-8.563,84415,1.6106461,6.697773,-7.4445,35,0.18074285714285712,0.24465714285714288,0.2127
CNP0518270.0,C=CC1=CN=CN1,94.12,1.05,28.68,1,1,1,0,0.55,Histidine alkaloids,Alkaloids,False,-3.692,-3.817,2440,5.3335533,4.9730597,-3.7545,7,0.5274285714285715,0.5452857142857143,0.5363571428571429
CNP0587729.0,CC1CCC2C(C)(C)C(O)CCC2(C)C12CC1=C(O)C=C3CN=C(N)C3=C1O2,384.52,3.52,88.07,0,5,3,0,0.64,Meroterpenoids,Terpenoids,False,-6.138,-9.419,9618,-0.32867193,7.2162976,-7.7785,28,0.21921428571428572,0.33639285714285716,0.2778035714285714
CNP0460949.2,CN1C(O)=C(C(=O)C[C@H](NC2=CC=CC3=CC=CC(N)=C23)C2=CC=CO2)C(=O)C2=CC=CC=C21,453.5,5.0,110.49,6,7,3,0,0.25,Anthranilic acid alkaloids,Alkaloids,False,-7.13,-9.723,13578,4.5692463,7.303893,-8.4265,34,0.2097058823529412,0.28597058823529414,0.24783823529411766
CNP0576049.1,[C-]#[N+]C(=C\C1=CN(C)C2=CC=CC=C12)/C=C/C(=C)C,248.33,4.57,9.29,3,1,0,0,0.56,Tryptophan alkaloids,Alkaloids,False,-6.114,-7.139,15652,4.611054,7.3611016,-6.6265,19,0.3217894736842105,0.37573684210526315,0.34876315789473683
CNP0031886.2,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2N(C)C1=NC=CC(C2=CC=C(N(C)C)C=C2)=N1,370.45,1.83,59.95,5,7,0,0,0.8,Nicotinic acid alkaloids,Alkaloids,False,-6.52,-8.42,17675,5.147597,5.961325,-7.47,27,0.24148148148148146,0.3118518518518518,0.2766666666666666
CNP0598625.1,O=C1C=CN2C[C@H]3C[C@H](C[N@+]4([O-])CCCC[C@@H]34)[C@H]2C1,262.35,1.66,43.37,0,3,0,0,0.49,Lysine alkaloids,Alkaloids,False,-6.03,-7.586,18947,1.8602352,5.2564964,-6.808,19,0.3173684210526316,0.3992631578947369,0.35831578947368425
CNP0339010.3,CCCOC[C@@H]1C[C@]2(C[C@](C)(C3=CSC(NC4=CC=CC=C4)=N3)OC2=O)C(=O)O1,416.5,3.78,86.75,7,8,1,0,0.42,Coumarins,Phenolics,False,-6.265,-8.037,21336,2.3953178,7.0221586,-7.151,29,0.21603448275862067,0.2771379310344828,0.24658620689655175
CNP0075322.0,NC(=O)C1=C(Br)C(Br)=CN1,267.91,1.64,58.88,1,1,2,0,0.8,Proline alkaloids,Alkaloids,False,-4.515,-4.819,24074,4.0212092,4.7924466,-4.667,10,0.45149999999999996,0.4819,0.4667
CNP0300944.1,N[C@@]12CC[C@@H](N1)[C@H](O)[C@@H](O)[C@@H]2O,174.2,-2.51,98.74,0,5,5,0,0.28,Ornithine alkaloids,Alkaloids,False,-5.306,-5.153,27253,0.3444067,4.5586104,-5.2295,12,0.44216666666666665,0.4294166666666666,0.43579166666666663
CNP0467281.2,C1=CC2=C(C=C1C1CCCCC1)[C@@H]1CCC[C@H]3NCCN2[C@@H]31,296.46,4.16,15.27,1,2,1,0,0.84,Lysine alkaloids,Alkaloids,False,-7.318,-8.832,31905,3.087602,5.840158,-8.075,22,0.3326363636363636,0.4014545454545455,0.36704545454545456
CNP0417750.0,O=C1NC=CC2=C(S(=O)(=O)N3CCCNCC3)C=CC=C12,307.38,0.51,82.27,2,4,2,0,0.85,Lysine alkaloids,Alkaloids,False,-6.373,-7.867,32261,3.2086217,6.2126575,-7.12,21,0.3034761904761905,0.37461904761904763,0.33904761904761904
CNP0254126.0,C=CN1C=NC2=NOC=C21,135.13,1.12,43.85,1,4,0,0,0.59,Pseudoalkaloids,Alkaloids,False,-4.187,-4.585,34257,5.4475155,4.9550757,-4.386,10,0.4187,0.4585,0.4386
CNP0335990.0,NC1=C(Cl)C=CC=C1C1=CNC=C1,192.65,2.92,41.81,1,1,2,0,0.67,Proline alkaloids,Alkaloids,False,-5.414,-6.412,43413,4.899452,6.3298874,-5.913,13,0.41646153846153844,0.49323076923076925,0.45484615384615384
CNP0284685.2,C/C1=C/NC(=O)N/C=C\C(=O)NNC1=O,210.19,-1.14,99.33,0,3,4,0,0.41,Histidine alkaloids,Alkaloids,False,-5.467,-6.423,55944,2.1669354,6.712619,-5.945,15,0.36446666666666666,0.4282,0.3963333333333333
CNP0586643.1,OC1=N[C@@H]([C@H]2CC[C@H](Cl)CN2)C(O)=N[C@H]1[C@H]1CC[C@H](Cl)CN1,349.26,1.37,89.24,2,4,4,0,0.57,Lysine alkaloids,Alkaloids,False,-6.219,-7.53,57060,1.1000355,4.0350604,-6.8745,22,0.2826818181818182,0.3422727272727273,0.31247727272727277
CNP0270732.1,CC(=O)C1=C(OC2=C(C)C3=C(O2)[C@@H](O)[C@H]2CCC[C@H](C)[C@@]2(C)C3)C[C@H]2CCC[C@H](C)[C@@]2(C)C1,454.65,7.08,59.67,3,4,1,1,0.53,Sesquiterpenoids,Terpenoids,False,-7.251,-10.76,64895,0.41283554,7.3956914,-9.0055,33,0.21972727272727274,0.32606060606060605,0.2728939393939394
CNP0515695.0,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,428.6,5.14,29.46,8,2,1,1,0.4,Ornithine alkaloids,Alkaloids,False,-6.719,-9.382,65815,3.783645,6.93723,-8.0505,32,0.20996875,0.2931875,0.251578125
CNP0012401.1,O=C1NC[C@@H](CCC(=O)N2CCC3=CC=CC=C32)N2C[C@@H](NC(=S)NC3=CC=CC=C3)C[C@@H]12,463.61,2.28,76.71,5,4,3,0,0.59,Tryptophan alkaloids,Alkaloids,False,-7.189,-8.968,75954,2.8344173,6.0722647,-8.0785,33,0.21784848484848485,0.27175757575757575,0.2448030303030303
CNP0602508.0,O=C1N=C2NC(=O)NC2(O)C(=O)N1,184.11,-2.36,119.89,0,4,4,0,0.34,Pseudoalkaloids,Alkaloids,False,-5.779,-5.661,81134,4.409211,3.9477355,-5.72,13,0.44453846153846155,0.43546153846153846,0.44
CNP0504897.0,CSC1=C(C2=CC=NC(SCC(=O)C3=CC=CC=C3)=N2)C(C)=C(C2=NC(C)=CS2)S1,469.68,6.64,55.74,7,8,0,1,0.17,Nicotinic acid alkaloids,Alkaloids,False,-5.874,-9.105,82865,4.8888936,5.8970923,-7.4895,30,0.1958,0.3035,0.24964999999999998
CNP0084192.0,CC1(C)C2=CC=CC(C)(C)C23C=CC1C3,200.32,4.11,0.0,0,0,0,0,0.52,Sesquiterpenoids,Terpenoids,False,-4.641,-7.119,83276,0.07816451,5.49796,-5.88,15,0.3094,0.47459999999999997,0.392
CNP0606030.0,CC1C=CC(Br)C(C)(C)C1CCC(C)(O)C(O)CBr,398.18,3.89,40.46,5,2,2,0,0.55,Sesquiterpenoids,Terpenoids,False,-4.859,-6.534,84249,-0.72200155,5.3585186,-5.6965,19,0.25573684210526315,0.34389473684210525,0.2998157894736842
CNP0608451.1,OC1[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)N2C[C@@H]1O,191.18,-3.55,104.39,0,6,5,0,0.27,Lysine alkaloids,Alkaloids,False,-4.891,-5.122,84406,0.7480826,4.671312,-5.0065,13,0.37623076923076926,0.394,0.38511538461538464
CNP0187347.1,CC[C@@H](OC)/C(C)=C/C[C@H](C)/C=C1\CN2CCC[C@H]2[C@@](C)(O)C1,321.51,3.93,32.7,6,3,1,0,0.75,Lysine alkaloids,Alkaloids,False,-5.726,-7.045,85794,1.4154993,5.644331,-6.3855,23,0.24895652173913044,0.30630434782608695,0.2776304347826087
CNP0550183.0,CC1(C)CC2=C(CCC3(O2)C(=O)CC(C)(C)[N+](=O)C3(C)C)C(C)(C)N1[O-],364.49,3.86,72.68,0,5,0,0,0.61,Sesquiterpenoids,Terpenoids,False,-6.513,-9.0,87305,0.63263255,6.8003945,-7.7565,26,0.2505,0.34615384615384615,0.2983269230769231
CNP0050017.0,CN1C=CC2=C1C=CN1N=C3C4=C(C=CN3N=C21)N(C)C=C4,290.33,1.97,41.06,0,6,0,0,0.74,Tryptophan alkaloids,Alkaloids,False,-6.339,-8.057,89213,4.3162565,5.3602843,-7.198,22,0.28813636363636363,0.36622727272727273,0.3271818181818182
CNP0446937.0,CN(C)C12CCN(CC1)CC2,154.26,0.79,6.48,1,2,0,0,0.55,Ornithine alkaloids,Alkaloids,False,-4.472,-4.65,94728,1.4258844,4.5264015,-4.561,11,0.4065454545454546,0.4227272727272728,0.4146363636363637
CNP0068366.1,CC1=C(/C=N/O)C(=O)[C@@H](C(C)C)C=C1,193.25,2.17,49.66,2,3,1,0,0.41,Monoterpenoids,Terpenoids,False,-5.153,-6.258,98482,2.1044154,6.022358,-5.7055,14,0.36807142857142855,0.447,0.4075357142857143
CNP0102652.3,NC(=O)NC[C@H](NC(=O)[C@@H](O)[C@H](O)[C@H](N)[C@H](O)C[C@@H](O)[C@@H](N)CO)C(N)=O,396.4,-6.89,280.5,12,10,11,1,0.15,Peptide alkaloids,Alkaloids,False,-5.458,-6.311,98634,3.0184062,3.8703592,-5.8845,27,0.20214814814814816,0.23374074074074075,0.21794444444444444
CNP0110117.1,COC1=C(C=O)C(=O)O[C@@]12[C@@H]1O[C@@H]1[C@@]1(O)[C@H]3C(=O)O[C@@H]([C@@H](OC)[C@]12C)[C@@]3(O)C(C)C,424.4,-1.14,141.12,4,10,2,0,0.25,Sesquiterpenoids,Terpenoids,False,-5.251,-7.194,111512,0.94717747,7.4938197,-6.2225,30,0.17503333333333335,0.23979999999999999,0.20741666666666667
CNP0406014.0,C1=CC2=C3C(=C1)C=CC1=CC=C(C=C2)N13,191.23,3.68,4.41,0,1,0,0,0.4,Tryptophan alkaloids,Alkaloids,False,-6.358,-7.4,120318,4.8907986,6.666537,-6.879,15,0.42386666666666667,0.49333333333333335,0.4586
CNP0578737.1,COC(=O)CCC(=O)[C@@]12C(O)=N[C@@H](CC(C)C)[C@@H]1[C@H](C)C(C)=C[C@@H]2/C=C(\C)CCC(=O)O,447.57,4.52,113.26,10,5,2,0,0.38,Pseudoalkaloids,Alkaloids,False,-5.607,-7.192,121944,2.4477305,5.9033794,-6.3995,32,0.17521875,0.22475,0.199984375
CNP0267992.0,N=C1C=NOC2=CNC=C12,135.13,0.64,65.67,0,3,2,0,0.56,Histidine alkaloids,Alkaloids,False,-4.546,-4.798,125169,5.32714,5.002026,-4.672000000000001,10,0.4546,0.4798,0.4672
CNP0567230.1,O=C([O-])C1CCCN1/C=C(O)\C=C\C=[N+]1/CCCC1C(=O)O,308.33,-0.51,103.91,5,5,2,0,0.4,Lysine alkaloids,Alkaloids,False,-5.157,-7.284,128532,2.1996832,5.144821,-6.2204999999999995,22,0.2344090909090909,0.3310909090909091,0.28275
CNP0174187.0,CC1=CC(N(C)C)=C2N=CN=C2C2=C1N(C)C(N)=N2,256.31,1.42,72.86,1,6,1,0,0.71,Pseudoalkaloids,Alkaloids,False,-5.662,-6.62,136296,4.6103926,5.330381,-6.141,19,0.298,0.34842105263157896,0.3232105263157895
CNP0116935.2,CC1=C(C)[C@@]2(C=C/C(=C/Br)CC2)C(C)CC1=O,295.22,4.55,17.07,0,1,0,0,0.64,Sesquiterpenoids,Terpenoids,False,-5.563,-7.492,142369,0.3931085,6.2317924,-6.5275,17,0.32723529411764707,0.44070588235294117,0.3839705882352941
CNP0342532.1,C[C@@H]1CC=CC2=CC[C@@H]3[C@@H](C3(C)C)[C@]21C,202.34,4.19,0.0,0,0,0,0,0.55,Sesquiterpenoids,Terpenoids,False,-4.983,-7.225,143302,-0.15007433,6.032654,-6.103999999999999,15,0.3322,0.48166666666666663,0.4069333333333333
CNP0106028.1,O[C@H]1O[C@@H]2O[C@@H]3C[C@H]4C[C@@H]3[C@@H]2[C@H]41,168.19,0.33,38.69,0,3,1,0,0.57,Monoterpenoids,Terpenoids,False,-5.317,-5.681,143515,0.5494611,5.4716034,-5.4990000000000006,12,0.44308333333333333,0.47341666666666665,0.45825
CNP0344047.0,CC1(C)OC1C(O)C1=CC=CC2=C1NC=C2,217.27,2.38,48.55,2,2,2,0,0.76,Tryptophan alkaloids,Alkaloids,False,-5.578,-6.558,152219,3.452037,6.9458814,-6.068,16,0.348625,0.409875,0.37925
CNP0444001.0,C=CC1CCC(CC)C2=C3C(OC2=O)C(=O)C=CCC31,272.34,2.98,43.37,2,3,0,0,0.57,Diterpenoids,Terpenoids,False,-6.092,-7.889,154928,1.8025626,6.766837,-6.9905,20,0.3046,0.39445,0.349525
CNP0471385.3,C/C1=N\C[C@H](C)NC(C)(C)C/C(C)=N/[C@H](C)CNC(C)(C)C1,308.51,3.22,48.78,0,4,2,0,0.72,Pseudoalkaloids,Alkaloids,False,-5.003,-6.706,157885,0.39932477,4.6142335,-5.8545,22,0.22740909090909092,0.3048181818181818,0.2661136363636364
CNP0104532.0,C1=C2C=C3C4=NC5=CC=CC=C5C4=CCN3C=C2CCC1,272.35,4.36,15.6,0,2,0,0,0.68,Tryptophan alkaloids,Alkaloids,False,-7.127,-8.709,159921,4.0410175,7.642394,-7.917999999999999,21,0.3393809523809524,0.4147142857142857,0.3770476190476191
